file_path,api_count,code
bin/convert_pretrained_model.py,9,"b'import torch\nimport re\nimport numpy as np\nimport argparse\n\nfrom scipy import io as sio\nfrom tqdm import tqdm\n\n# code adapted from https://github.com/bilylee/SiamFC-TensorFlow/blob/master/utils/train_utils.py\ndef convert(mat_path):\n    """"""Get parameter from .mat file into parms(dict)""""""\n\n    def squeeze(vars_):\n    # Matlab save some params with shape (*, 1)\n    # However, we don\'t need the trailing dimension in TensorFlow.\n        if isinstance(vars_, (list, tuple)):\n            return [np.squeeze(v, 1) for v in vars_]\n        else:\n            return np.squeeze(vars_, 1)\n\n    netparams = sio.loadmat(mat_path)[""net""][""params""][0][0]\n    params = dict()\n\n    name_map = {(1, \'conv\'): 0,  (1, \'bn\'): 1,\n                (2, \'conv\'): 4,  (2, \'bn\'): 5,\n                (3, \'conv\'): 8,  (3, \'bn\'): 9,\n                (4, \'conv\'): 11, (4, \'bn\'): 12,\n                (5, \'conv\'): 14}\n    for i in tqdm(range(netparams.size)):\n        param = netparams[0][i]\n        name = param[""name""][0]\n        value = param[""value""]\n        value_size = param[""value""].shape[0]\n\n        match = re.match(r""([a-z]+)([0-9]+)([a-z]+)"", name, re.I)\n        if match:\n            items = match.groups()\n        elif name == \'adjust_f\':\n            continue\n        elif name == \'adjust_b\':\n            params[\'corr_bias\'] = torch.from_numpy(squeeze(value))\n            continue\n\n\n        op, layer, types = items\n        layer = int(layer)\n        if layer in [1, 2, 3, 4, 5]:\n            idx = name_map[(layer, op)]\n            if op == \'conv\':  # convolution\n                if types == \'f\':\n                    params[\'features.{}.weight\'.format(idx)] = torch.from_numpy(value.transpose(3, 2, 0, 1))\n                elif types == \'b\':#  and layer == 5:\n                    value = squeeze(value)\n                    params[\'features.{}.bias\'.format(idx)] = torch.from_numpy(value)\n            elif op == \'bn\':  # batch normalization\n                if types == \'x\':\n                    m, v = squeeze(np.split(value, 2, 1))\n                    params[\'features.{}.running_mean\'.format(idx)] = torch.from_numpy(m)\n                    params[\'features.{}.running_var\'.format(idx)] = torch.from_numpy(np.square(v))\n                    # params[\'features.{}.num_batches_tracked\'.format(idx)] = torch.zeros(0)\n                elif types == \'m\':\n                    value = squeeze(value)\n                    params[\'features.{}.weight\'.format(idx)] = torch.from_numpy(value)\n                elif types == \'b\':\n                    value = squeeze(value)\n                    params[\'features.{}.bias\'.format(idx)] = torch.from_numpy(value)\n            else:\n                raise Exception\n    return params\n\nif __name__ == \'__main__\':\n    parser = argparse.ArgumentParser()\n    parser.add_argument(\'--mat_path\', type=str, default=""./models/2016-08-17.net.mat"")\n    args = parser.parse_args()\n    params = convert(args.mat_path)\n    torch.save(params, ""./models/siamfc_pretrained.pth"")\n'"
bin/create_dataset.py,0,"b'import numpy as np\nimport pickle\nimport os\nimport cv2\nimport functools\nimport xml.etree.ElementTree as ET\nimport sys\nsys.path.append(os.getcwd())\n\nfrom multiprocessing import Pool\nfrom fire import Fire\nfrom tqdm import tqdm\nfrom glob import glob\n\nfrom siamfc import config, get_instance_image\n\ndef worker(output_dir, video_dir):\n    image_names = glob(os.path.join(video_dir, \'*.JPEG\'))\n    image_names = sorted(image_names,\n                        key=lambda x:int(x.split(\'/\')[-1].split(\'.\')[0]))\n    video_name = video_dir.split(\'/\')[-1]\n    save_folder = os.path.join(output_dir, video_name)\n    if not os.path.exists(save_folder):\n        os.mkdir(save_folder)\n    trajs = {}\n    for image_name in image_names:\n        img = cv2.imread(image_name)\n        img_mean = tuple(map(int, img.mean(axis=(0, 1))))\n        anno_name = image_name.replace(\'Data\', \'Annotations\')\n        anno_name = anno_name.replace(\'JPEG\', \'xml\')\n        tree = ET.parse(anno_name)\n        root = tree.getroot()\n        bboxes = []\n        filename = root.find(\'filename\').text\n        for obj in root.iter(\'object\'):\n            bbox = obj.find(\'bndbox\')\n            bbox = list(map(int, [bbox.find(\'xmin\').text,\n                                  bbox.find(\'ymin\').text,\n                                  bbox.find(\'xmax\').text,\n                                  bbox.find(\'ymax\').text]))\n            trkid = int(obj.find(\'trackid\').text)\n            if trkid in trajs:\n                trajs[trkid].append(filename)\n            else:\n                trajs[trkid] = [filename]\n            instance_img, _, _ = get_instance_image(img, bbox,\n                    config.exemplar_size, config.instance_size, config.context_amount, img_mean)\n            instance_img_name = os.path.join(save_folder, filename+"".{:02d}.x.jpg"".format(trkid))\n            cv2.imwrite(instance_img_name, instance_img)\n    return video_name, trajs\n\ndef processing(data_dir, output_dir, num_threads=32):\n    # get all 4417 videos\n    video_dir = os.path.join(data_dir, \'Data/VID\')\n    all_videos = glob(os.path.join(video_dir, \'train/ILSVRC2015_VID_train_0000/*\')) + \\\n                 glob(os.path.join(video_dir, \'train/ILSVRC2015_VID_train_0001/*\')) + \\\n                 glob(os.path.join(video_dir, \'train/ILSVRC2015_VID_train_0002/*\')) + \\\n                 glob(os.path.join(video_dir, \'train/ILSVRC2015_VID_train_0003/*\')) + \\\n                 glob(os.path.join(video_dir, \'val/*\'))\n    meta_data = []\n    if not os.path.exists(output_dir):\n        os.makedirs(output_dir)\n    with Pool(processes=num_threads) as pool:\n        for ret in tqdm(pool.imap_unordered(\n            functools.partial(worker, output_dir), all_videos), total=len(all_videos)):\n            meta_data.append(ret)\n\n    # save meta data\n    pickle.dump(meta_data, open(os.path.join(output_dir, ""meta_data.pkl""), \'wb\'))\n\n\nif __name__ == \'__main__\':\n    Fire(processing)\n\n'"
bin/create_lmdb.py,0,"b""import lmdb\nimport cv2\nimport numpy as np\nimport os \nimport hashlib\nimport functools\n\nfrom glob import glob\nfrom fire import Fire\nfrom tqdm import tqdm\nfrom multiprocessing import Pool\n\ndef worker(video_name):\n    image_names = glob(video_name+'/*')\n    kv = {}\n    for image_name in image_names:\n        img = cv2.imread(image_name)\n        _, img_encode = cv2.imencode('.jpg', img)\n        img_encode = img_encode.tobytes()\n        kv[hashlib.md5(image_name.encode()).digest()] = img_encode\n    return kv\n\ndef create_lmdb(data_dir, output_dir, num_threads):\n    video_names = glob(data_dir+'/*')\n    video_names = [x for x in video_names if os.path.isdir(x)]\n    db = lmdb.open(output_dir, map_size=int(50e9))\n    with Pool(processes=num_threads) as pool:\n        for ret in tqdm(pool.imap_unordered(\n            functools.partial(worker), video_names), total=len(video_names)):\n            with db.begin(write=True) as txn:\n                for k, v in ret.items():\n                    txn.put(k, v)\n\nif __name__ == '__main__':\n    Fire(create_lmdb)\n\n"""
bin/demo_siamfc.py,0,"b'import glob\nimport os\nimport pandas as pd\nimport argparse\nimport numpy as np\nimport cv2\nimport time\nimport sys\nsys.path.append(os.getcwd())\n\nfrom fire import Fire\nfrom tqdm import tqdm\n\nfrom siamfc import SiamFCTracker\n\ndef main(video_dir, gpu_id,  model_path):\n    # load videos\n    filenames = sorted(glob.glob(os.path.join(video_dir, ""img/*.jpg"")),\n           key=lambda x: int(os.path.basename(x).split(\'.\')[0]))\n    frames = [cv2.cvtColor(cv2.imread(filename), cv2.COLOR_BGR2RGB) for filename in filenames]\n    gt_bboxes = pd.read_csv(os.path.join(video_dir, ""groundtruth_rect.txt""), sep=\'\\t|,| \',\n            header=None, names=[\'xmin\', \'ymin\', \'width\', \'height\'],\n            engine=\'python\')\n\n    title = video_dir.split(\'/\')[-1]\n    # starting tracking\n    tracker = SiamFCTracker(model_path, gpu_id)\n    for idx, frame in enumerate(frames):\n        if idx == 0:\n            bbox = gt_bboxes.iloc[0].values\n            tracker.init(frame, bbox)\n            bbox = (bbox[0]-1, bbox[1]-1,\n                    bbox[0]+bbox[2]-1, bbox[1]+bbox[3]-1)\n        else: \n            bbox = tracker.update(frame)\n        # bbox xmin ymin xmax ymax\n        frame = cv2.rectangle(frame,\n                              (int(bbox[0]), int(bbox[1])),\n                              (int(bbox[2]), int(bbox[3])),\n                              (0, 255, 0),\n                              2)\n        gt_bbox = gt_bboxes.iloc[idx].values\n        gt_bbox = (gt_bbox[0], gt_bbox[1],\n                   gt_bbox[0]+gt_bbox[2], gt_bbox[1]+gt_bbox[3])\n        frame = cv2.rectangle(frame,\n                              (int(gt_bbox[0]-1), int(gt_bbox[1]-1)), # 0-index\n                              (int(gt_bbox[2]-1), int(gt_bbox[3]-1)),\n                              (255, 0, 0),\n                              1)\n        if len(frame.shape) == 3:\n            frame = cv2.cvtColor(frame, cv2.COLOR_RGB2BGR)\n        frame = cv2.putText(frame, str(idx), (5, 20), cv2.FONT_HERSHEY_COMPLEX_SMALL, 1, (0, 255, 0), 1)\n        cv2.imshow(title, frame)\n        cv2.waitKey(30)\n\nif __name__ == ""__main__"":\n    Fire(main)\n'"
bin/run_SiamFC.py,0,"b""import numpy as np\nimport time\nfrom siamfc import SiamFCTracker, config\nimport cv2\nimport glob\nimport os\n\n\ndef run_SiamFC(seq, rp, saveimage):\n    x = seq.init_rect[0]\n    y = seq.init_rect[1]\n    w = seq.init_rect[2]\n    h = seq.init_rect[3]\n\n    tic = time.clock()\n    # starting tracking\n    tracker = SiamFCTracker(config.model_path, config.gpu_id)\n    res = []\n    for idx, frame in enumerate(seq.s_frames):\n        frame = cv2.cvtColor(cv2.imread(frame), cv2.COLOR_BGR2RGB)\n        if idx == 0:\n            bbox = (x, y, w, h)\n            tracker.init(frame, bbox)\n            bbox = (bbox[0], bbox[1], bbox[0]+bbox[2], bbox[1]+bbox[3]) # 1-idx\n        else:\n            bbox = tracker.update(frame)\n        res.append((bbox[0], bbox[1], bbox[2]-bbox[0], bbox[3]-bbox[1])) # 1-idx\n    duration = time.clock() - tic\n    result = {}\n    result['res'] = res\n    result['type'] = 'rect'\n    result['fps'] = round(seq.len / duration, 3)\n    return result\n\n"""
bin/train_siamfc.py,0,"b""import os\nimport sys\nsys.path.append(os.getcwd())\nfrom fire import Fire\n\nfrom siamfc import train\n\nif __name__ == '__main__':\n    Fire(train)\n"""
siamfc/__init__.py,0,b'from .tracker import SiamFCTracker\nfrom .train import train\nfrom .config import config\nfrom .utils import get_instance_image\nfrom .dataset import ImagnetVIDDataset\nfrom .alexnet import SiameseAlexNet\n\n\n'
siamfc/alexnet.py,10,"b""import torch\nimport numpy as np\nimport torch.nn.functional as F\nimport torchvision.transforms as transforms\nfrom .custom_transforms import ToTensor\n\nfrom torchvision.models import alexnet\nfrom torch.autograd import Variable\nfrom torch import nn\n\nfrom .config import config\n\nclass SiameseAlexNet(nn.Module):\n    def __init__(self, gpu_id, train=True):\n        super(SiameseAlexNet, self).__init__()\n        self.features = nn.Sequential(\n            nn.Conv2d(3, 96, 11, 2),\n            nn.BatchNorm2d(96),\n            nn.ReLU(inplace=True),\n            nn.MaxPool2d(3, 2),\n            nn.Conv2d(96, 256, 5, 1, groups=2),\n            nn.BatchNorm2d(256),\n            nn.ReLU(inplace=True),\n            nn.MaxPool2d(3, 2),\n            nn.Conv2d(256, 384, 3, 1),\n            nn.BatchNorm2d(384),\n            nn.ReLU(inplace=True),\n            nn.Conv2d(384, 384, 3, 1, groups=2),\n            nn.BatchNorm2d(384),\n            nn.ReLU(inplace=True),\n            nn.Conv2d(384, 256, 3, 1, groups=2)\n        )\n        self.corr_bias = nn.Parameter(torch.zeros(1))\n        if train:\n            gt, weight = self._create_gt_mask((config.train_response_sz, config.train_response_sz))\n            with torch.cuda.device(gpu_id):\n                self.train_gt = torch.from_numpy(gt).cuda()\n                self.train_weight = torch.from_numpy(weight).cuda()\n            gt, weight = self._create_gt_mask((config.response_sz, config.response_sz))\n            with torch.cuda.device(gpu_id):\n                self.valid_gt = torch.from_numpy(gt).cuda()\n                self.valid_weight = torch.from_numpy(weight).cuda()\n        self.exemplar = None\n        self.gpu_id = gpu_id\n\n    def init_weights(self):\n        for m in self.modules():\n            if isinstance(m, nn.Conv2d):\n                nn.init.kaiming_normal_(m.weight.data, mode='fan_out', nonlinearity='relu')\n            elif isinstance(m, nn.BatchNorm2d):\n                m.weight.data.fill_(1)\n                m.bias.data.zero_()\n\n    def forward(self, x):\n        exemplar, instance = x\n        if exemplar is not None and instance is not None:\n            batch_size = exemplar.shape[0]\n            exemplar = self.features(exemplar)\n            instance = self.features(instance)\n            score_map = []\n            N, C, H, W = instance.shape\n            instance = instance.view(1, -1, H, W)\n            score = F.conv2d(instance, exemplar, groups=N) * config.response_scale \\\n                    + self.corr_bias\n            return score.transpose(0, 1)\n        elif exemplar is not None and instance is None:\n            # inference used\n            self.exemplar = self.features(exemplar)\n            self.exemplar = torch.cat([self.exemplar for _ in range(3)], dim=0)\n        else:\n            # inference used we don't need to scale the reponse or add bias\n            instance = self.features(instance)\n            N, _, H, W = instance.shape\n            instance = instance.view(1, -1, H, W)\n            score = F.conv2d(instance, self.exemplar, groups=N)\n            return score.transpose(0, 1)\n\n    def loss(self, pred):\n        return F.binary_cross_entropy_with_logits(pred, self.gt)\n\n    def weighted_loss(self, pred):\n        if self.training:\n            return F.binary_cross_entropy_with_logits(pred, self.train_gt,\n                    self.train_weight, reduction='sum') / config.train_batch_size # normalize the batch_size\n        else:\n            return F.binary_cross_entropy_with_logits(pred, self.valid_gt,\n                    self.valid_weight, reduction='sum') / config.train_batch_size # normalize the batch_size\n\n    def _create_gt_mask(self, shape):\n        # same for all pairs\n        h, w = shape\n        y = np.arange(h, dtype=np.float32) - (h-1) / 2.\n        x = np.arange(w, dtype=np.float32) - (w-1) / 2.\n        y, x = np.meshgrid(y, x)\n        dist = np.sqrt(x**2 + y**2)\n        mask = np.zeros((h, w))\n        mask[dist <= config.radius / config.total_stride] = 1\n        mask = mask[np.newaxis, :, :]\n        weights = np.ones_like(mask)\n        weights[mask == 1] = 0.5 / np.sum(mask == 1)\n        weights[mask == 0] = 0.5 / np.sum(mask == 0)\n        mask = np.repeat(mask, config.train_batch_size, axis=0)[:, np.newaxis, :, :]\n        return mask.astype(np.float32), weights.astype(np.float32)\n"""
siamfc/config.py,0,"b""\nclass Config:\n    # dataset related\n    exemplar_size = 127                    # exemplar size\n    instance_size = 255                    # instance size\n    context_amount = 0.5                   # context amount\n\n    # training related\n    num_per_epoch = 53200                  # num of samples per epoch\n    train_ratio = 0.9                      # training ratio of VID dataset\n    frame_range = 100                      # frame range of choosing the instance\n    train_batch_size = 8                   # training batch size\n    valid_batch_size = 8                   # validation batch size\n    train_num_workers = 8                  # number of workers of train dataloader\n    valid_num_workers = 8                  # number of workers of validation dataloader\n    lr = 1e-2                              # learning rate of SGD\n    momentum = 0.0                         # momentum of SGD\n    weight_decay = 0.0                     # weight decay of optimizator\n    step_size = 25                         # step size of LR_Schedular\n    gamma = 0.1                            # decay rate of LR_Schedular\n    epoch = 30                             # total epoch\n    seed = 1234                            # seed to sample training videos\n    log_dir = './models/logs'              # log dirs\n    radius = 16                            # radius of positive label\n    response_scale = 1e-3                  # normalize of response\n    max_translate = 3                      # max translation of random shift\n\n    # tracking related\n    scale_step = 1.0375                    # scale step of instance image\n    num_scale = 3                          # number of scales\n    scale_lr = 0.59                        # scale learning rate\n    response_up_stride = 16                # response upsample stride\n    response_sz = 17                       # response size\n    train_response_sz = 15                 # train response size\n    window_influence = 0.176               # window influence\n    scale_penalty = 0.9745                 # scale penalty\n    total_stride = 8                       # total stride of backbone\n    sample_type = 'uniform'\n    gray_ratio = 0.25\n    blur_ratio = 0.15\n\nconfig = Config()\n"""
siamfc/custom_transforms.py,1,"b'import torch\nimport numpy as np\nimport cv2\n\nclass RandomStretch(object):\n    def __init__(self, max_stretch=0.05):\n        """"""Random resize image according to the stretch\n        Args:\n            max_stretch(float): 0 to 1 value   \n        """"""\n        self.max_stretch = max_stretch\n\n    def __call__(self, sample):\n        """"""\n        Args:\n            sample(numpy array): 3 or 1 dim image\n        """"""\n        scale_h = 1.0 + np.random.uniform(-self.max_stretch, self.max_stretch)\n        scale_w = 1.0 + np.random.uniform(-self.max_stretch, self.max_stretch)\n        h, w = sample.shape[:2]\n        shape = (int(h * scale_h), int(w * scale_w))\n        return cv2.resize(sample, shape, cv2.INTER_LINEAR)\n\nclass CenterCrop(object):\n    def __init__(self, size):\n        """"""Crop the image in the center according the given size \n            if size greater than image size, zero padding will adpot\n        Args:\n            size (tuple): desired size\n        """"""\n        self.size = size\n\n    def __call__(self, sample):\n        """"""\n        Args:\n            sample(numpy array): 3 or 1 dim image\n        """"""\n        shape = sample.shape[:2]\n        cy, cx = (shape[0]-1) // 2, (shape[1]-1) // 2\n        ymin, xmin = cy - self.size[0]//2, cx - self.size[1] // 2\n        ymax, xmax = cy + self.size[0]//2 + self.size[0] % 2,\\\n                     cx + self.size[1]//2 + self.size[1] % 2\n        left = right = top = bottom = 0\n        im_h, im_w = shape\n        if xmin < 0:\n            left = int(abs(xmin))\n        if xmax > im_w:\n            right = int(xmax - im_w)\n        if ymin < 0:\n            top = int(abs(ymin))\n        if ymax > im_h:\n            bottom = int(ymax - im_h)\n\n        xmin = int(max(0, xmin))\n        xmax = int(min(im_w, xmax))\n        ymin = int(max(0, ymin))\n        ymax = int(min(im_h, ymax))\n        im_patch = sample[ymin:ymax, xmin:xmax]\n        if left != 0 or right !=0 or top!=0 or bottom!=0:\n            im_patch = cv2.copyMakeBorder(im_patch, top, bottom, left, right,\n                    cv2.BORDER_CONSTANT, value=0)\n        return im_patch\n\nclass RandomCrop(object):\n    def __init__(self, size, max_translate):\n        """"""Crop the image in the center according the given size \n            if size greater than image size, zero padding will adpot\n        Args:\n            size (tuple): desired size\n            max_translate: max translate of random shift\n        """"""\n        self.size = size\n        self.max_translate = max_translate\n\n    def __call__(self, sample):\n        """"""\n        Args:\n            sample(numpy array): 3 or 1 dim image\n        """"""\n        shape = sample.shape[:2]\n        cy_o = (shape[0] - 1) // 2\n        cx_o = (shape[1] - 1) // 2\n        cy = np.random.randint(cy_o - self.max_translate, \n                               cy_o + self.max_translate+1)\n        cx = np.random.randint(cx_o - self.max_translate,\n                               cx_o + self.max_translate+1)\n        assert abs(cy-cy_o) <= self.max_translate and \\\n                abs(cx-cx_o) <= self.max_translate\n        ymin = cy - self.size[0] // 2\n        xmin = cx - self.size[1] // 2\n        ymax = cy + self.size[0] // 2 + self.size[0] % 2\n        xmax = cx + self.size[1] // 2 + self.size[1] % 2\n        left = right = top = bottom = 0\n        im_h, im_w = shape\n        if xmin < 0:\n            left = int(abs(xmin))\n        if xmax > im_w:\n            right = int(xmax - im_w)\n        if ymin < 0:\n            top = int(abs(ymin))\n        if ymax > im_h:\n            bottom = int(ymax - im_h)\n\n        xmin = int(max(0, xmin))\n        xmax = int(min(im_w, xmax))\n        ymin = int(max(0, ymin))\n        ymax = int(min(im_h, ymax))\n        im_patch = sample[ymin:ymax, xmin:xmax]\n        if left != 0 or right !=0 or top!=0 or bottom!=0:\n            im_patch = cv2.copyMakeBorder(im_patch, top, bottom, left, right,\n                    cv2.BORDER_CONSTANT, value=0)\n        return im_patch\n\nclass ColorAug(object):\n    def __init__(self, type_in=\'z\'):\n        if type_in == \'z\':\n            rgb_var = np.array([[3.2586416e+03,2.8992207e+03,2.6392236e+03],\n                                       [2.8992207e+03,3.0958174e+03,2.9321748e+03],\n                                       [2.6392236e+03,2.9321748e+03,3.4533721e+03]])\n        if type_in == \'x\':\n            rgb_var = np.array([[2.4847285e+03,2.1796064e+03,1.9766885e+03],\n                                       [2.1796064e+03,2.3441289e+03,2.2357402e+03],\n                                       [1.9766885e+03,2.2357402e+03,2.7369697e+03]])\n        self.v, _ = np.linalg.eig(rgb_var)\n        self.v = np.sqrt(self.v)\n\n    def __call__(self, sample):\n        return sample + 0.1 * self.v * np.random.randn(3)\n\n\nclass RandomBlur(object):\n    def __init__(self, ratio):\n        self.ratio = ratio\n\n    def __call__(self, sample):\n        if np.random.rand(1) < self.ratio:\n            # random kernel size\n            kernel_size = np.random.choice([3, 5, 7])\n            # random gaussian sigma\n            sigma = np.random.rand() * 5\n            return cv2.GaussianBlur(sample, (kernel_size,kernel_size), sigma)\n        else:\n            return sample\n\nclass Normalize(object):\n    def __init__(self):\n        self.mean = np.array([0.485, 0.456, 0.406], dtype=np.float32)\n        self.std = np.array([0.229, 0.224, 0.225], dtype=np.float32)\n\n    def __call__(self, sample):\n        return (sample / 255. - self.mean) / self.std\n\nclass ToTensor(object):\n    def __call__(self, sample):\n        sample = sample.transpose(2, 0, 1)\n        return torch.from_numpy(sample.astype(np.float32))\n'"
